Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023-06-07 17:58:12-05:30,13,male,less than once a month,groceries and gourmet food;beauty and personal care;others,no,few times per week,filter,multiple pages,3,yes,often,found a better price elsewhere,sometimes,yes,heavily,sometimes,no,3,2,product recommendations,user interface,549951
2023-06-06 18:41:11-05:30,28,female,few times per month,others,yes,few times per month,others,first page,5,no,always,changed my mind or no longer need the item,rarely,yes,never,no,no,1,2,user-friendly website/app interface,product quality and accuracy,291107
2023-06-09 19:23:09-05:30,46,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,rarely,others,multiple pages,3,maybe,never,others,sometimes,no,never,sometimes,no,4,4,wide product selection,no issues,747553
2023-06-09 15:00:03-05:30,4,female,once a month,others,sometimes,multiple times a day,keyword,first page,2,maybe,always,high shipping costs,always,no,never,sometimes,no,2,4,customer service,user interface,476446
2023-06-11 23:04:17-05:30,62,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen,yes,few times per week,keyword,first page,3,yes,often,found a better price elsewhere,never,yes,never,sometimes,sometimes,5,2,all the above,customer service responsiveness,832584
2023-06-04 23:24:41-05:30,29,female,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,rarely,keyword,first page,1,no,sometimes,changed my mind or no longer need the item,always,no,heavily,sometimes,yes,2,3,competitive prices,reducing packaging waste,111734
2023-06-05 21:58:17-05:30,50,not_preferred,less than once a month,groceries and gourmet food;clothing and fashion;home and kitchen,no,rarely,others,first page,3,maybe,often,others,sometimes,yes,rarely,no,no,5,2,product recommendations,customer service responsiveness,351219
2023-06-04 21:40:54-05:30,8,female,multiple times per week,beauty and personal care;home and kitchen,sometimes,multiple times a day,keyword,multiple pages,4,no,sometimes,changed my mind or no longer need the item,sometimes,yes,rarely,no,sometimes,4,1,competitive prices,no issues,547092
2023-06-09 10:26:01-05:30,35,not_preferred,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per month,filter,first page,4,no,often,high shipping costs,often,no,heavily,sometimes,yes,1,3,wide product selection,product quality and accuracy,764698
2023-06-07 23:03:50-05:30,35,female,weekly,clothing and fashion,no,few times per month,keyword,multiple pages,1,yes,never,found a better price elsewhere,often,no,heavily,yes,yes,3,2,product recommendations,no issues,664253
2023-06-07 11:46:52-05:30,12,female,multiple times per week,beauty and personal care;others,no,multiple times a day,filter,first page,5,maybe,always,others,often,yes,never,no,sometimes,1,2,user-friendly website/app interface,reducing packaging waste,436072
2023-06-05 00:05:20-05:30,60,others,once a month,beauty and personal care,yes,rarely,categories,multiple pages,3,maybe,rarely,others,sometimes,no,occasionally,sometimes,sometimes,3,2,product recommendations,add more familiar brands to the list,369083
2023-06-07 22:21:00-05:30,4,others,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,multiple pages,2,yes,never,found a better price elsewhere,rarely,no,moderately,no,no,5,2,competitive prices,i have no problem with amazon yet. but others tell me about the refund issues,128637
2023-06-09 14:23:45-05:30,38,not_preferred,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,multiple times a day,keyword,multiple pages,2,no,rarely,others,always,no,occasionally,no,no,4,1,all the above,no issues,932831
2023-06-05 20:07:52-05:30,15,male,few times per month,clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,first page,2,yes,often,changed my mind or no longer need the item,always,yes,moderately,yes,sometimes,4,1,customer service,reducing packaging waste,593673
2023-06-04 21:40:54-05:30,12,others,weekly,groceries and gourmet food,yes,few times per month,keyword,multiple pages,1,no,rarely,high shipping costs,always,yes,rarely,sometimes,no,3,5,customer service,user interface,338515
2023-06-08 22:13:41-05:30,52,male,weekly,clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,first page,2,no,rarely,changed my mind or no longer need the item,often,yes,heavily,no,sometimes,2,3,competitive prices,no issues,265094
2023-06-07 10:58:27-05:30,20,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,categories,multiple pages,2,yes,always,high shipping costs,rarely,yes,moderately,yes,sometimes,4,3,customer service,unknown,403112
2023-06-08 17:08:27-05:30,34,male,once a month,groceries and gourmet food,no,multiple times a day,keyword,multiple pages,5,maybe,sometimes,others,often,yes,rarely,yes,yes,1,4,competitive prices,no issues,285241
2023-06-04 19:33:12-05:30,26,not_preferred,few times per month,beauty and personal care;home and kitchen,no,multiple times a day,filter,first page,4,no,sometimes,found a better price elsewhere,never,no,occasionally,yes,no,1,1,unknown,user interface,882447
2023-06-12 15:49:27-05:30,45,others,once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,sometimes,few times per week,categories,multiple pages,1,no,sometimes,changed my mind or no longer need the item,rarely,yes,occasionally,yes,no,5,3,unknown,scrolling option would be much better than going to next page,741348
2023-06-06 18:41:11-05:30,31,others,weekly,home and kitchen;others,sometimes,multiple times a day,others,multiple pages,1,yes,often,found a better price elsewhere,rarely,no,never,yes,sometimes,5,3,user-friendly website/app interface,no issues,538265
2023-06-09 19:22:11-05:30,3,female,weekly,home and kitchen,no,few times per week,keyword,multiple pages,1,no,always,others,never,no,rarely,sometimes,sometimes,1,1,quick delivery,product quality and accuracy,363294
2023-06-11 23:25:48-05:30,39,male,weekly,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,rarely,filter,multiple pages,3,maybe,rarely,found a better price elsewhere,often,no,moderately,sometimes,yes,3,4,unknown,irrelevant product suggestions,494254
2023-06-09 03:47:38-05:30,62,not_preferred,weekly,groceries and gourmet food;clothing and fashion;others,sometimes,few times per month,keyword,first page,4,yes,rarely,high shipping costs,never,no,moderately,no,sometimes,1,2,customer service,no issues,368114
2023-06-09 15:07:36-05:30,10,others,multiple times per week,groceries and gourmet food;clothing and fashion;others,no,few times per month,keyword,multiple pages,1,no,never,others,often,no,rarely,sometimes,sometimes,4,4,competitive prices,no issues,600903
2023-06-06 18:40:27-05:30,33,not_preferred,once a month,clothing and fashion;home and kitchen,yes,rarely,keyword,multiple pages,1,yes,always,changed my mind or no longer need the item,never,no,occasionally,yes,sometimes,3,3,customer service,user interface,322460
2023-06-09 14:51:07-05:30,26,female,multiple times per week,groceries and gourmet food;home and kitchen;others,yes,rarely,others,multiple pages,3,no,rarely,found a better price elsewhere,rarely,no,heavily,yes,no,4,3,customer service,better app interface and lower shipping charges,916792
2023-06-12 14:54:13-05:30,63,others,weekly,groceries and gourmet food;clothing and fashion;home and kitchen,no,multiple times a day,filter,first page,2,maybe,sometimes,high shipping costs,often,no,occasionally,yes,sometimes,4,5,customer service,user interface,998404
2023-06-09 10:24:58-05:30,27,others,weekly,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,rarely,keyword,multiple pages,1,yes,often,others,rarely,yes,rarely,yes,sometimes,4,3,user-friendly website/app interface,user interface,445722
2023-06-08 17:40:49-05:30,49,female,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,few times per week,categories,multiple pages,5,yes,never,others,often,no,never,yes,no,5,3,customer service,better app interface and lower shipping charges,638197
2023-06-07 10:56:11-05:30,32,female,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,multiple pages,5,yes,often,high shipping costs,never,yes,moderately,yes,no,2,2,user-friendly website/app interface,user interface,258965
2023-06-06 20:01:47-05:30,49,female,few times per month,home and kitchen,sometimes,few times per week,others,first page,4,yes,never,found a better price elsewhere,often,no,occasionally,yes,no,2,2,competitive prices,reducing packaging waste,407946
2023-06-08 17:38:57-05:30,57,others,few times per month,groceries and gourmet food;beauty and personal care;others,yes,few times per week,others,multiple pages,3,no,often,found a better price elsewhere,rarely,no,heavily,sometimes,no,2,1,user-friendly website/app interface,user interface,169136
2023-06-09 15:00:03-05:30,53,male,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,others,first page,5,no,always,found a better price elsewhere,rarely,yes,never,sometimes,sometimes,1,5,unknown,i have no problem with amazon yet. but others tell me about the refund issues,980160
2023-06-06 19:10:14-05:30,24,female,multiple times per week,groceries and gourmet food;home and kitchen;others,sometimes,few times per week,filter,multiple pages,2,yes,sometimes,others,always,no,heavily,no,no,5,2,all the above,better app interface and lower shipping charges,778802
2023-06-07 14:23:02-05:30,32,not_preferred,once a month,beauty and personal care;others,sometimes,few times per week,keyword,multiple pages,5,yes,rarely,high shipping costs,rarely,yes,occasionally,no,no,1,5,customer service,user interface,866999
2023-06-04 20:52:49-05:30,5,not_preferred,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen,no,multiple times a day,keyword,multiple pages,4,yes,always,others,often,no,rarely,yes,sometimes,3,2,product recommendations,no issues,785998
2023-06-07 13:04:07-05:30,5,male,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,keyword,first page,3,no,always,high shipping costs,never,yes,heavily,no,yes,1,5,user-friendly website/app interface,scrolling option would be much better than going to next page,971725
2023-06-08 17:55:15-05:30,54,female,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,yes,rarely,others,multiple pages,3,no,rarely,others,sometimes,yes,heavily,no,yes,4,2,competitive prices,no issues,472074
2023-06-11 22:56:58-05:30,10,female,multiple times per week,beauty and personal care;clothing and fashion,no,few times per month,others,multiple pages,2,yes,never,high shipping costs,rarely,no,occasionally,no,yes,3,5,unknown,no issues,971775
2023-06-04 23:57:10-05:30,32,male,once a month,beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,filter,first page,4,yes,rarely,changed my mind or no longer need the item,often,no,rarely,yes,yes,4,2,all the above,customer service responsiveness,567869
2023-06-04 20:00:11-05:30,43,male,few times per month,beauty and personal care;clothing and fashion;others,yes,rarely,keyword,first page,1,yes,always,found a better price elsewhere,always,yes,never,yes,yes,1,1,competitive prices,customer service responsiveness,882534
2023-06-07 21:54:24-05:30,8,others,multiple times per week,beauty and personal care;clothing and fashion,yes,multiple times a day,keyword,first page,3,yes,rarely,high shipping costs,often,yes,rarely,yes,yes,2,3,user-friendly website/app interface,reducing packaging waste,149477
2023-06-06 18:40:27-05:30,44,others,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion,no,few times per week,filter,first page,4,yes,always,changed my mind or no longer need the item,often,yes,never,sometimes,yes,5,1,wide product selection,scrolling option would be much better than going to next page,542943
2023-06-11 23:16:18-05:30,57,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,yes,few times per month,filter,first page,5,no,always,found a better price elsewhere,rarely,no,never,no,sometimes,5,4,unknown,user interface,392090
2023-06-09 14:41:53-05:30,45,others,once a month,clothing and fashion;others,no,multiple times a day,others,first page,3,yes,never,others,never,yes,heavily,sometimes,sometimes,5,1,unknown,no issues,107161
2023-06-06 19:40:53-05:30,34,female,once a month,groceries and gourmet food,yes,multiple times a day,categories,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,sometimes,no,never,yes,no,2,3,customer service,quality of product is very poor according to the big offers,714996
2023-06-11 23:26:21-05:30,31,others,less than once a month,clothing and fashion;home and kitchen;others,no,few times per week,filter,multiple pages,1,yes,always,high shipping costs,always,yes,heavily,yes,sometimes,4,5,all the above,reducing packaging waste,592229
2023-06-05 16:46:52-05:30,9,not_preferred,few times per month,beauty and personal care;clothing and fashion;home and kitchen,no,few times per month,keyword,first page,1,no,rarely,others,often,yes,rarely,yes,yes,5,1,quick delivery,user interface,366025
2023-06-06 09:59:35-05:30,41,male,once a month,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,few times per week,keyword,multiple pages,5,yes,rarely,changed my mind or no longer need the item,never,no,moderately,no,no,3,2,wide product selection,shipping speed and reliability,850396
2023-06-09 14:36:46-05:30,41,others,once a month,beauty and personal care;clothing and fashion,sometimes,few times per week,categories,first page,3,no,rarely,found a better price elsewhere,rarely,yes,occasionally,yes,sometimes,5,1,quick delivery,no issues,822360
2023-06-11 22:55:58-05:30,22,female,once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,few times per week,keyword,first page,4,no,never,high shipping costs,never,yes,moderately,no,sometimes,2,1,customer service,product quality and accuracy,184273
2023-06-08 22:24:19-05:30,37,others,multiple times per week,groceries and gourmet food;home and kitchen;others,sometimes,rarely,keyword,multiple pages,3,yes,always,others,often,yes,rarely,sometimes,no,3,2,customer service,user interface,895363
2023-06-09 15:16:30-05:30,40,female,once a month,beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times per month,keyword,first page,3,yes,always,found a better price elsewhere,sometimes,yes,rarely,no,sometimes,3,3,wide product selection,no issues,957729
2023-06-11 23:26:54-05:30,27,female,multiple times per week,clothing and fashion;home and kitchen,yes,rarely,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,sometimes,3,5,quick delivery,reducing packaging waste,545949
2023-06-11 23:20:18-05:30,42,female,multiple times per week,beauty and personal care,yes,multiple times a day,others,multiple pages,2,maybe,often,others,rarely,no,never,yes,no,1,1,quick delivery,unknown,141952
2023-06-11 23:28:26-05:30,22,others,less than once a month,clothing and fashion;others,no,rarely,filter,multiple pages,4,maybe,rarely,others,always,yes,moderately,no,yes,1,2,unknown,customer service responsiveness,388751
2023-06-08 17:28:47-05:30,38,female,less than once a month,clothing and fashion;home and kitchen;others,no,multiple times a day,keyword,multiple pages,4,maybe,often,found a better price elsewhere,often,no,moderately,no,sometimes,2,5,customer service,scrolling option would be much better than going to next page,644739
2023-06-07 22:58:04-05:30,39,female,few times per month,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,few times per month,filter,first page,4,no,never,found a better price elsewhere,sometimes,no,moderately,yes,sometimes,1,1,wide product selection,reducing packaging waste,748685
2023-06-08 17:13:33-05:30,60,female,once a month,clothing and fashion,sometimes,rarely,keyword,first page,5,maybe,always,others,always,no,moderately,sometimes,no,4,5,all the above,irrelevant product suggestions,478629
2023-06-05 22:07:31-05:30,22,not_preferred,few times per month,groceries and gourmet food;clothing and fashion,yes,rarely,others,first page,5,maybe,rarely,others,sometimes,no,never,yes,yes,2,1,wide product selection,irrelevant product suggestions,243256
2023-06-06 16:25:49-05:30,21,others,few times per month,groceries and gourmet food;clothing and fashion;others,yes,few times per week,others,first page,5,no,sometimes,found a better price elsewhere,rarely,yes,heavily,sometimes,sometimes,4,5,customer service,product quality and accuracy,176193
2023-06-07 16:46:12-05:30,28,female,less than once a month,groceries and gourmet food;clothing and fashion;others,no,rarely,others,first page,5,no,sometimes,others,rarely,no,moderately,sometimes,no,1,1,user-friendly website/app interface,user interface,769510
2023-06-06 13:06:16-05:30,35,female,few times per month,others,sometimes,few times per week,keyword,multiple pages,2,maybe,never,others,often,yes,moderately,sometimes,sometimes,5,4,quick delivery,scrolling option would be much better than going to next page,713120
2023-06-07 13:05:41-05:30,51,others,few times per month,beauty and personal care;others,no,rarely,keyword,first page,2,yes,often,found a better price elsewhere,always,no,never,sometimes,sometimes,1,4,user-friendly website/app interface,no issues,550369
2023-06-08 21:17:38-05:30,19,others,less than once a month,groceries and gourmet food;clothing and fashion;others,no,rarely,others,first page,3,no,never,others,rarely,no,rarely,yes,sometimes,5,4,competitive prices,quality of product is very poor according to the big offers,284187
2023-06-11 23:06:52-05:30,20,male,once a month,beauty and personal care;clothing and fashion,sometimes,few times per month,keyword,multiple pages,1,no,never,changed my mind or no longer need the item,often,no,occasionally,sometimes,yes,3,5,competitive prices,unknown,185676
2023-06-06 18:35:33-05:30,32,male,less than once a month,home and kitchen,yes,few times per month,keyword,first page,3,maybe,sometimes,high shipping costs,rarely,yes,moderately,no,sometimes,5,2,competitive prices,reducing packaging waste,200207
2023-06-05 13:32:57-05:30,53,others,multiple times per week,beauty and personal care;clothing and fashion;others,no,few times per week,filter,multiple pages,1,yes,always,high shipping costs,rarely,no,heavily,no,no,2,2,competitive prices,reducing packaging waste,405051
2023-06-08 17:17:10-05:30,4,female,weekly,beauty and personal care;clothing and fashion,sometimes,multiple times a day,filter,first page,5,yes,often,changed my mind or no longer need the item,never,no,heavily,yes,no,3,2,product recommendations,product quality and accuracy,178120
2023-06-11 22:55:58-05:30,15,female,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,categories,first page,1,maybe,sometimes,others,always,yes,heavily,yes,no,4,5,all the above,better app interface and lower shipping charges,112555
2023-06-12 15:35:24-05:30,65,male,few times per month,clothing and fashion;others,yes,rarely,others,multiple pages,5,maybe,always,found a better price elsewhere,never,no,occasionally,no,sometimes,2,2,user-friendly website/app interface,no issues,828157
2023-06-08 17:20:43-05:30,44,not_preferred,weekly,groceries and gourmet food,no,few times per week,others,first page,3,no,always,changed my mind or no longer need the item,sometimes,no,heavily,no,sometimes,1,1,customer service,no issues,775190
2023-06-07 14:40:30-05:30,18,others,few times per month,groceries and gourmet food;home and kitchen;others,sometimes,few times per month,others,multiple pages,3,yes,never,found a better price elsewhere,often,yes,heavily,no,yes,5,2,competitive prices,reducing packaging waste,326787
2023-06-08 17:54:49-05:30,41,male,multiple times per week,beauty and personal care;clothing and fashion,sometimes,multiple times a day,filter,multiple pages,5,no,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,yes,sometimes,3,4,quick delivery,customer service responsiveness,764255
2023-06-07 12:29:31-05:30,29,male,few times per month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,multiple times a day,filter,multiple pages,4,maybe,always,high shipping costs,often,yes,rarely,yes,yes,5,1,user-friendly website/app interface,no issues,746492
2023-06-06 19:15:48-05:30,26,male,weekly,beauty and personal care;home and kitchen;others,no,few times per week,filter,first page,5,maybe,often,others,often,no,moderately,no,sometimes,4,3,customer service,scrolling option would be much better than going to next page,203051
2023-06-11 23:17:41-05:30,62,female,once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per month,others,first page,3,maybe,rarely,changed my mind or no longer need the item,always,no,rarely,sometimes,no,1,2,all the above,no issues,293945
2023-06-08 17:19:23-05:30,31,female,multiple times per week,groceries and gourmet food;beauty and personal care;others,yes,few times per month,keyword,multiple pages,1,maybe,sometimes,others,often,yes,heavily,yes,yes,5,5,quick delivery,user interface,583225
2023-06-05 21:56:08-05:30,64,others,once a month,others,sometimes,rarely,others,first page,2,maybe,never,changed my mind or no longer need the item,never,no,moderately,sometimes,yes,2,3,customer service,user interface,626077
2023-06-08 03:27:57-05:30,36,others,weekly,groceries and gourmet food;clothing and fashion;others,sometimes,rarely,keyword,multiple pages,1,maybe,never,changed my mind or no longer need the item,sometimes,no,heavily,no,no,3,4,customer service,i have no problem with amazon yet. but others tell me about the refund issues,631403
2023-06-11 23:21:30-05:30,8,others,multiple times per week,groceries and gourmet food,sometimes,multiple times a day,others,multiple pages,4,no,always,found a better price elsewhere,never,no,moderately,no,yes,1,2,wide product selection,no issues,142213
2023-06-06 19:08:47-05:30,19,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per week,keyword,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,often,no,never,no,yes,2,1,product recommendations,customer service responsiveness,397936
2023-06-05 10:53:16-05:30,32,others,once a month,home and kitchen;others,yes,rarely,categories,first page,3,maybe,sometimes,high shipping costs,rarely,no,heavily,sometimes,yes,5,3,competitive prices,no issues,949708
2023-06-07 22:44:42-05:30,7,female,once a month,home and kitchen,yes,few times per month,categories,first page,3,no,never,high shipping costs,always,no,never,sometimes,no,1,2,wide product selection,no issues,938161
2023-06-11 23:01:04-05:30,40,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,rarely,categories,multiple pages,5,maybe,always,high shipping costs,rarely,yes,occasionally,yes,sometimes,3,2,all the above,unknown,858121
2023-06-06 15:02:38-05:30,23,not_preferred,multiple times per week,groceries and gourmet food;home and kitchen;others,yes,multiple times a day,filter,first page,5,maybe,rarely,found a better price elsewhere,always,no,heavily,sometimes,no,3,1,customer service,customer service responsiveness,805266
2023-06-05 16:50:33-05:30,47,others,few times per month,home and kitchen;others,yes,few times per week,others,multiple pages,3,no,often,found a better price elsewhere,never,no,occasionally,yes,sometimes,1,3,user-friendly website/app interface,reducing packaging waste,936299
2023-06-06 21:08:39-05:30,62,male,few times per month,groceries and gourmet food;beauty and personal care,no,few times per month,others,multiple pages,5,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,sometimes,3,2,wide product selection,user interface,889860
2023-06-05 13:28:44-05:30,46,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times per week,categories,multiple pages,5,no,often,high shipping costs,sometimes,yes,never,no,yes,5,5,wide product selection,unknown,688063
2023-06-07 12:39:08-05:30,64,not_preferred,few times per month,beauty and personal care;clothing and fashion,no,rarely,others,first page,2,no,always,high shipping costs,always,no,moderately,no,no,4,2,wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,436562
2023-06-07 09:20:34-05:30,35,not_preferred,once a month,groceries and gourmet food;beauty and personal care,no,few times per month,keyword,first page,4,no,rarely,changed my mind or no longer need the item,often,no,never,sometimes,sometimes,4,1,customer service,no issues,699609
2023-06-09 14:42:24-05:30,66,others,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,multiple times a day,keyword,first page,4,maybe,rarely,high shipping costs,never,yes,never,no,yes,5,4,wide product selection,no issues,840347
2023-06-07 09:28:09-05:30,65,not_preferred,multiple times per week,beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times per month,others,first page,5,no,often,high shipping costs,always,yes,never,yes,no,4,3,customer service,add more familiar brands to the list,394159
2023-06-09 16:29:50-05:30,42,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,categories,first page,5,no,often,found a better price elsewhere,rarely,no,moderately,sometimes,yes,1,4,user-friendly website/app interface,scrolling option would be much better than going to next page,363698
2023-06-08 21:39:30-05:30,9,not_preferred,less than once a month,beauty and personal care,no,few times per week,keyword,first page,5,yes,always,high shipping costs,never,yes,heavily,sometimes,no,2,3,customer service,no issues,295863
2023-06-09 15:17:31-05:30,66,not_preferred,multiple times per week,home and kitchen,no,rarely,keyword,first page,3,yes,rarely,changed my mind or no longer need the item,rarely,no,heavily,sometimes,yes,5,1,user-friendly website/app interface,better app interface and lower shipping charges,579039
2023-06-08 03:30:05-05:30,67,others,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,few times per month,filter,first page,3,maybe,rarely,others,sometimes,yes,rarely,yes,yes,5,4,quick delivery,product quality and accuracy,363773
2023-06-07 17:26:20-05:30,10,male,multiple times per week,beauty and personal care,no,few times per month,keyword,first page,1,yes,sometimes,found a better price elsewhere,always,no,heavily,no,yes,2,3,user-friendly website/app interface,no issues,304280
2023-06-09 09:31:57-05:30,34,male,weekly,home and kitchen,no,rarely,keyword,first page,3,maybe,never,high shipping costs,always,no,rarely,no,no,3,3,customer service,reducing packaging waste,922277
2023-06-09 16:31:06-05:30,5,others,weekly,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,rarely,keyword,first page,3,no,often,found a better price elsewhere,never,yes,occasionally,yes,no,2,1,quick delivery,customer service responsiveness,456282
2023-06-08 19:46:31-05:30,6,female,once a month,clothing and fashion;home and kitchen,yes,multiple times a day,keyword,first page,1,maybe,always,high shipping costs,rarely,no,rarely,no,yes,5,2,user-friendly website/app interface,no issues,165272
2023-06-04 20:46:02-05:30,30,not_preferred,less than once a month,beauty and personal care;home and kitchen;others,no,rarely,keyword,multiple pages,1,no,never,changed my mind or no longer need the item,often,yes,heavily,no,yes,2,1,wide product selection,user interface,124024
2023-06-07 21:21:10-05:30,9,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times per week,categories,first page,2,maybe,never,found a better price elsewhere,never,yes,occasionally,no,yes,3,5,wide product selection,no issues,201733
2023-06-07 18:16:51-05:30,46,not_preferred,less than once a month,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,few times per week,filter,multiple pages,1,no,always,high shipping costs,sometimes,no,moderately,yes,yes,3,1,wide product selection,quality of product is very poor according to the big offers,511114
2023-06-12 15:57:52-05:30,43,others,weekly,groceries and gourmet food;beauty and personal care;home and kitchen,yes,multiple times a day,keyword,multiple pages,3,yes,rarely,changed my mind or no longer need the item,never,yes,never,no,yes,3,2,wide product selection,no issues,585514
2023-06-08 03:28:23-05:30,23,male,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,yes,multiple times a day,filter,multiple pages,5,no,never,found a better price elsewhere,sometimes,yes,never,sometimes,sometimes,1,1,customer service,no issues,414254
2023-06-04 21:22:58-05:30,13,female,weekly,groceries and gourmet food;clothing and fashion,sometimes,few times per week,categories,multiple pages,4,no,always,others,often,yes,moderately,yes,yes,3,2,quick delivery,user interface,898009
2023-06-11 23:22:55-05:30,49,male,less than once a month,groceries and gourmet food;beauty and personal care;home and kitchen,no,few times per month,others,first page,5,no,always,found a better price elsewhere,rarely,yes,moderately,sometimes,yes,3,5,wide product selection,product quality and accuracy,833323
2023-06-06 19:10:55-05:30,4,female,multiple times per week,groceries and gourmet food;beauty and personal care,sometimes,few times per month,filter,multiple pages,5,yes,rarely,found a better price elsewhere,sometimes,yes,rarely,no,sometimes,2,3,customer service,scrolling option would be much better than going to next page,883181
2023-06-16 09:16:05-05:30,16,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;others,yes,few times per month,keyword,multiple pages,2,yes,sometimes,changed my mind or no longer need the item,always,yes,rarely,no,no,5,3,product recommendations,quality of product is very poor according to the big offers,868179
2023-06-05 14:46:25-05:30,29,female,multiple times per week,groceries and gourmet food,sometimes,rarely,keyword,multiple pages,5,no,often,others,never,no,never,no,no,1,5,product recommendations,irrelevant product suggestions,224777
2023-06-07 23:07:55-05:30,44,male,weekly,home and kitchen,sometimes,multiple times a day,others,first page,5,no,sometimes,found a better price elsewhere,rarely,yes,moderately,sometimes,no,4,4,unknown,i have no problem with amazon yet. but others tell me about the refund issues,579108
2023-06-12 15:59:59-05:30,57,others,multiple times per week,others,no,few times per month,filter,multiple pages,5,no,often,high shipping costs,never,no,never,sometimes,sometimes,4,3,competitive prices,add more familiar brands to the list,885941
2023-06-06 18:40:30-05:30,6,others,few times per month,groceries and gourmet food;beauty and personal care,no,rarely,keyword,first page,4,yes,sometimes,changed my mind or no longer need the item,often,no,heavily,no,sometimes,4,1,user-friendly website/app interface,no issues,531268
2023-06-08 17:28:09-05:30,17,female,multiple times per week,clothing and fashion;others,yes,rarely,categories,multiple pages,4,maybe,sometimes,found a better price elsewhere,sometimes,no,occasionally,sometimes,sometimes,4,3,user-friendly website/app interface,no issues,747455
2023-06-08 17:39:54-05:30,7,not_preferred,multiple times per week,beauty and personal care;clothing and fashion,yes,few times per week,categories,multiple pages,4,maybe,rarely,changed my mind or no longer need the item,always,no,moderately,sometimes,sometimes,3,4,unknown,user interface,750715
2023-06-08 17:34:27-05:30,5,male,weekly,home and kitchen,yes,few times per month,keyword,multiple pages,4,yes,always,found a better price elsewhere,never,no,never,sometimes,no,2,3,unknown,user interface,903957
2023-06-04 17:28:06-05:30,62,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care,no,few times per month,categories,first page,2,maybe,often,others,often,yes,occasionally,yes,yes,2,4,product recommendations,i have no problem with amazon yet. but others tell me about the refund issues,421117
